country,department,month,revenue,interest_income,fee_income,operating_expenses,loan_loss_provisions,net_income,tax,net_profit_after_tax
UAE,Finance,2020-09-01,33476961.05,20250199.46,13226761.59,22736123.16,1312738.8,9428099.09,2357024.77,7071074.32
UAE,Finance,2020-10-01,34052857.28,20680137.2,13372720.08,22584020.97,1665609.78,9803226.53,2450806.63,7352419.9
UAE,Finance,2020-11-01,33347215.73,19584328.57,13762887.16,22442093.78,1022777.82,9882344.13,2470586.03,7411758.1
UAE,Finance,2020-12-01,35978386.69,21551917.8,14426468.89,23376753.88,1679712.65,10921920.16,2730480.04,8191440.12
UAE,Finance,2021-01-01,37456338.47,22218337.97,15238000.5,23254324.33,1660184.94,12541829.2,3135457.3,9406371.9
UAE,Finance,2021-02-01,38775269.7,22410706.83,16364562.87,23092527.4,627497.41,15055244.89,3763811.22,11291433.67
UAE,Finance,2021-03-01,41440118.13,25280882.54,16159235.59,22138951.79,1258228.94,18042937.4,4510734.35,13532203.05
UAE,Finance,2021-04-01,41272423.05,24221104.17,17051318.88,23773265.69,1497952.1,16001205.26,4000301.32,12000903.94
UAE,Finance,2021-05-01,41257940.46,25590929.84,15667010.62,23488889.88,1199404.74,16569645.84,4142411.46,12427234.38
UAE,Finance,2021-06-01,37660575.79,22429760.38,15230815.41,22363418.62,820315.95,14476841.22,3619210.3,10857630.92
UAE,Finance,2021-07-01,37345780.53,21687374.36,15658406.17,24172752.74,575528.77,12597499.02,3149374.76,9448124.26
UAE,Finance,2021-08-01,36061035.21,22396814.37,13664220.84,22160873.31,762683.12,13137478.78,3284369.7,9853109.08
UAE,Finance,2021-09-01,35645215.9,21661900.45,13983315.45,23691258.49,1674690.33,10279267.08,2569816.77,7709450.31
UAE,Finance,2021-10-01,35056994.97,21125943.02,13931051.95,22193742.04,1716303.65,11146949.28,2786737.32,8360211.96
UAE,Finance,2021-11-01,35611147.23,21681260.63,13929886.6,23734488.99,1354791.6,10521866.64,2630466.66,7891399.98
UAE,Finance,2021-12-01,36724971.65,21980885.55,14744086.1,23836425.9,554665.58,12333880.17,3083470.04,9250410.13
UAE,Finance,2022-01-01,39011812.57,23092955.74,15918856.83,22813792.49,1504910.51,14693109.57,3673277.39,11019832.18
UAE,Finance,2022-02-01,39676594.95,23131745.95,16544849.0,22515034.34,1093338.87,16068221.74,4017055.44,12051166.3
UAE,Finance,2022-03-01,41788883.37,24505439.91,17283443.46,23881022.51,590452.55,17317408.31,4329352.08,12988056.23
UAE,Finance,2022-04-01,41181591.57,24889423.98,16292167.59,24402956.22,1662589.89,15116045.46,3779011.36,11337034.1
UAE,Finance,2022-05-01,41455106.56,24958302.46,16496804.1,24420634.82,1089702.19,15944769.55,3986192.39,11958577.16
UAE,Finance,2022-06-01,39206600.42,23903667.3,15302933.12,24697802.3,482148.85,14026649.27,3506662.32,10519986.95
UAE,Finance,2022-07-01,39055934.17,23544540.11,15511394.06,24627761.46,1077897.48,13350275.23,3337568.81,10012706.42
UAE,Finance,2022-08-01,36324227.85,21848691.36,14475536.49,23845818.49,1251159.32,11227250.04,2806812.51,8420437.53
UAE,Finance,2022-09-01,35014399.75,20549098.7,14465301.05,24125793.33,1262985.2,9625621.22,2406405.31,7219215.91
UAE,Finance,2022-10-01,35221245.64,21884585.84,13336659.8,24168411.23,1497543.51,9555290.9,2388822.72,7166468.18
UAE,Finance,2022-11-01,35764235.46,22225754.9,13538480.56,23300390.57,1595355.46,10868489.43,2717122.36,8151367.07
UAE,Finance,2022-12-01,36478389.69,21087792.71,15390596.98,24019439.84,1759406.21,10699543.64,2674885.91,8024657.73
UAE,Finance,2023-01-01,38882127.57,22652426.37,16229701.2,22744720.42,774440.97,15362966.18,3840741.54,11522224.64
UAE,Finance,2023-02-01,42075930.68,25661571.62,16414359.06,23377170.98,1464391.75,17234367.95,4308591.99,12925775.96
UAE,Finance,2023-03-01,41504213.65,25147648.27,16356565.38,22954140.0,1857121.59,16692952.06,4173238.02,12519714.04
UAE,Finance,2023-04-01,43966754.96,26915413.77,17051341.19,22835588.89,537936.91,20593229.16,5148307.29,15444921.87
UAE,Finance,2023-05-01,42942747.82,25276808.66,17665939.16,25174041.55,1146887.51,16621818.76,4155454.69,12466364.07
UAE,Finance,2023-06-01,42156430.01,25863468.99,16292961.02,25185023.78,1900433.71,15070972.52,3767743.13,11303229.39
UAE,Finance,2023-07-01,37782745.58,22487412.78,15295332.8,23879867.36,609015.03,13293863.19,3323465.8,9970397.39
UAE,Finance,2023-08-01,38001148.42,22590846.51,15410301.91,23846669.28,471889.99,13682589.15,3420647.29,10261941.86
UAE,Finance,2023-09-01,36591251.92,21783966.91,14807285.01,24910864.5,805743.9,10874643.52,2718660.88,8155982.64
UAE,Finance,2023-10-01,35223445.28,20341304.7,14882140.58,24006012.88,628875.41,10588556.99,2647139.25,7941417.74
UAE,Finance,2023-11-01,36116841.62,21267541.9,14849299.72,24842116.29,1181097.12,10093628.21,2523407.05,7570221.16
UAE,Finance,2023-12-01,37013033.48,22245323.41,14767710.07,24612946.61,617784.29,11782302.58,2945575.64,8836726.94
UAE,Finance,2024-01-01,39529882.88,23091896.71,16437986.17,24123085.08,1081284.41,14325513.39,3581378.35,10744135.04
UAE,Finance,2024-02-01,41930279.19,25905771.87,16024507.32,25593165.11,848210.0,15488904.08,3872226.02,11616678.06
UAE,Finance,2024-03-01,44345477.62,26732416.79,17613060.83,25519717.69,1754030.34,17071729.59,4267932.4,12803797.19
UAE,Finance,2024-04-01,45187983.19,27519789.77,17668193.42,24096201.07,1669255.19,19422526.93,4855631.73,14566895.2
UAE,Finance,2024-05-01,42459299.39,25044383.74,17414915.65,24613551.65,1929833.49,15915914.25,3978978.56,11936935.69
UAE,Finance,2024-06-01,41317305.83,24087735.54,17229570.29,25731582.16,1395068.16,14190655.51,3547663.88,10642991.63
UAE,Finance,2024-07-01,39959130.46,24543240.41,15415890.05,24972958.68,1051027.27,13935144.51,3483786.13,10451358.38
UAE,Finance,2024-08-01,38877464.94,23248626.52,15628838.42,25721574.96,1494785.31,11661104.67,2915276.17,8745828.5
UAE,Finance,2024-09-01,37261915.35,22434112.7,14827802.65,24462683.92,701422.97,12097808.46,3024452.12,9073356.34
UAE,Finance,2024-10-01,36907321.86,21930494.92,14976826.94,25764463.75,1432248.3,9710609.81,2427652.45,7282957.36
UAE,Finance,2024-11-01,37643345.89,23189480.0,14453865.89,24751121.63,1818920.36,11073303.9,2768325.98,8304977.92
UAE,Finance,2024-12-01,39645095.45,23992366.49,15652728.96,24555854.73,770463.13,14318777.59,3579694.4,10739083.19
UAE,Accounting,2020-01-01,16182540.43,10061806.91,6120733.52,12056970.66,212022.56,3913547.21,978386.8,2935160.41
UAE,Accounting,2020-02-01,17003142.09,10339891.48,6663250.61,12056111.25,509759.81,4437271.03,1109317.76,3327953.27
UAE,Accounting,2020-03-01,17348523.02,10009026.11,7339496.91,11603328.33,772749.78,4972444.91,1243111.23,3729333.68
UAE,Accounting,2020-04-01,17978044.71,10952183.29,7025861.42,12129675.11,665287.98,5183081.62,1295770.4,3887311.22
UAE,Accounting,2020-05-01,17785378.93,10546064.57,7239314.36,11809741.9,684457.04,5291179.99,1322795.0,3968384.99
UAE,Accounting,2020-06-01,17578500.88,10436891.12,7141609.76,12216048.24,838664.24,4523788.4,1130947.1,3392841.3
UAE,Accounting,2020-07-01,16539793.63,10150218.51,6389575.12,11614706.98,805193.1,4119893.55,1029973.39,3089920.16
UAE,Accounting,2020-08-01,15440487.29,9216900.29,6223587.0,12587643.74,321689.9,2531153.65,632788.41,1898365.24
UAE,Accounting,2020-09-01,14927837.54,8834646.97,6093190.57,12354950.47,377559.51,2195327.56,548831.89,1646495.67
UAE,Accounting,2020-10-01,14933761.18,9092937.25,5840823.93,12534689.72,224886.41,2174185.05,543546.26,1630638.79
UAE,Accounting,2020-11-01,14533898.44,8681416.11,5852482.33,11492602.6,550975.07,2490320.77,622580.19,1867740.58
UAE,Accounting,2020-12-01,15016780.16,8888861.04,6127919.12,12502709.43,521578.05,1992492.68,498123.17,1494369.51
UAE,Accounting,2021-01-01,16872715.73,10293954.88,6578760.85,12498089.43,293831.44,4080794.86,1020198.72,3060596.14
UAE,Accounting,2021-02-01,16937231.47,10268772.69,6668458.78,12488217.12,420866.97,4028147.38,1007036.84,3021110.54
UAE,Accounting,2021-03-01,17657028.04,10628291.68,7028736.36,12099174.53,256268.22,5301585.29,1325396.32,3976188.97
UAE,Accounting,2021-04-01,18290250.35,11370869.88,6919380.47,12638779.06,384961.4,5266509.89,1316627.47,3949882.42
UAE,Accounting,2021-05-01,17914549.29,10516652.94,7397896.35,12319430.9,264177.57,5330940.82,1332735.2,3998205.62
UAE,Accounting,2021-06-01,16827927.6,10121450.86,6706476.74,12618760.71,203711.58,4005455.31,1001363.83,3004091.48
UAE,Accounting,2021-07-01,16637115.22,10143048.79,6494066.43,12313193.87,296415.72,4027505.63,1006876.41,3020629.22
UAE,Accounting,2021-08-01,15886446.06,9773132.96,6113313.1,12178515.23,232796.12,3475134.71,868783.68,2606351.03
UAE,Accounting,2021-09-01,15733628.52,9400157.34,6333471.18,11953441.86,666849.86,3113336.8,778334.2,2335002.6
UAE,Accounting,2021-10-01,14955094.25,8987561.16,5967533.09,12524230.42,423467.11,2007396.72,501849.18,1505547.54
UAE,Accounting,2021-11-01,15189695.16,8818807.72,6370887.44,12852015.23,170117.1,2167562.83,541890.71,1625672.12
UAE,Accounting,2021-12-01,16234014.25,9707778.6,6526235.65,12371672.85,507040.37,3355301.03,838825.26,2516475.77
UAE,Accounting,2022-01-01,16449781.35,9946262.29,6503519.06,12936293.9,216742.86,3296744.59,824186.15,2472558.44
UAE,Accounting,2022-02-01,17899772.45,10860146.07,7039626.38,12941387.1,577791.33,4380594.02,1095148.5,3285445.52
UAE,Accounting,2022-03-01,17931740.15,10807132.04,7124608.11,12840928.9,651238.85,4439572.4,1109893.1,3329679.3
UAE,Accounting,2022-04-01,18632627.76,11430947.81,7201679.95,12957051.39,563067.54,5112508.83,1278127.21,3834381.62
UAE,Accounting,2022-05-01,18199850.51,11005471.28,7194379.23,12720605.3,830126.86,4649118.35,1162279.59,3486838.76
UAE,Accounting,2022-06-01,17549826.59,10694897.56,6854929.03,12135922.03,852832.72,4561071.84,1140267.96,3420803.88
UAE,Accounting,2022-07-01,17683922.09,10584197.08,7099725.01,12764310.6,665977.2,4253634.29,1063408.57,3190225.72
UAE,Accounting,2022-08-01,16002116.39,9628271.18,6373845.21,12870410.21,254489.92,2877216.26,719304.06,2157912.2
UAE,Accounting,2022-09-01,15952564.38,9737041.52,6215522.86,12126764.96,433893.6,3391905.82,847976.46,2543929.36
UAE,Accounting,2022-10-01,15507613.55,9406273.31,6101340.24,12228927.77,157188.46,3121497.32,780374.33,2341122.99
UAE,Accounting,2022-11-01,15173232.25,9185364.77,5987867.48,13051101.65,713142.14,1408988.46,352247.12,1056741.34
UAE,Accounting,2022-12-01,16346634.46,9914548.34,6432086.12,12221032.83,450727.97,3674873.66,918718.42,2756155.24
UAE,Accounting,2023-01-01,16915051.51,10360608.54,6554442.97,13237783.28,389373.42,3287894.81,821973.7,2465921.11
UAE,Accounting,2023-02-01,18469135.39,10879534.81,7589600.58,12119131.85,864927.98,5485075.56,1371268.89,4113806.67
UAE,Accounting,2023-03-01,18882399.26,11240016.32,7642382.94,13024182.45,238456.44,5619760.37,1404940.09,4214820.28
UAE,Accounting,2023-04-01,18644073.49,11060019.01,7584054.48,13197879.25,331765.73,5114428.51,1278607.13,3835821.38
UAE,Accounting,2023-05-01,18827663.2,11215783.22,7611879.98,12430081.59,620306.94,5777274.67,1444318.67,4332956.0
UAE,Accounting,2023-06-01,18748252.92,11258806.72,7489446.2,12441459.16,485951.73,5820842.03,1455210.51,4365631.52
UAE,Accounting,2023-07-01,17851207.48,10757484.53,7093722.95,12819447.53,295957.61,4735802.34,1183950.58,3551851.76
UAE,Accounting,2023-08-01,15844792.99,9472486.72,6372306.27,12693658.49,377653.17,2773481.33,693370.33,2080111.0
UAE,Accounting,2023-09-01,16160357.28,9769357.3,6390999.98,12733362.14,747567.9,2679427.24,669856.81,2009570.43
UAE,Accounting,2023-10-01,15387825.91,8999153.93,6388671.98,12995179.73,542370.15,1850276.03,462569.01,1387707.02
UAE,Accounting,2023-11-01,15829969.18,9589610.37,6240358.81,12440416.41,394817.73,2994735.04,748683.76,2246051.28
UAE,Accounting,2023-12-01,17013008.76,10122990.71,6890018.05,13410756.47,634847.58,2967404.71,741851.18,2225553.53
UAE,Accounting,2024-01-01,17773983.22,10985717.11,6788266.11,12515756.24,670594.61,4587632.37,1146908.09,3440724.28
UAE,Accounting,2024-02-01,18649510.27,11450741.0,7198769.27,13142961.85,853119.21,4653429.21,1163357.3,3490071.91
UAE,Accounting,2024-03-01,19051287.72,11628310.9,7422976.82,12739171.5,840439.25,5471676.97,1367919.24,4103757.73
UAE,Accounting,2024-04-01,19932649.96,11895571.2,8037078.76,13406991.54,376375.89,6149282.53,1537320.63,4611961.9
UAE,Accounting,2024-05-01,18797802.33,11382566.21,7415236.12,12963022.84,253475.29,5581304.2,1395326.05,4185978.15
UAE,Accounting,2024-06-01,18122585.34,11014559.66,7108025.68,12952309.22,839001.76,4331274.36,1082818.59,3248455.77
UAE,Accounting,2024-07-01,17807329.57,10723707.81,7083621.76,13125657.41,455219.42,4226452.74,1056613.18,3169839.56
UAE,Accounting,2024-08-01,17232082.28,10151696.88,7080385.4,13481701.3,728521.28,3021859.7,755464.92,2266394.78
UAE,Accounting,2024-09-01,16427295.59,10102785.94,6324509.65,12550833.02,173577.03,3702885.54,925721.38,2777164.16
UAE,Accounting,2024-10-01,15661242.5,9291807.09,6369435.41,12989480.18,686164.0,1985598.32,496399.58,1489198.74
UAE,Accounting,2024-11-01,16711822.09,10133101.9,6578720.19,13724207.0,540310.47,2447304.62,611826.16,1835478.46
UAE,Accounting,2024-12-01,17421648.61,10288665.38,7132983.23,13501603.88,845756.58,3074288.15,768572.04,2305716.11
UAE,Human Resources,2020-01-01,27857270.68,16523345.16,11333925.52,19484452.14,873751.5,7499067.04,1874766.76,5624300.28
UAE,Human Resources,2020-02-01,28074782.7,16745841.22,11328941.48,18454715.91,777802.0,8842264.79,2210566.2,6631698.59
UAE,Human Resources,2020-03-01,28813913.89,17371986.64,11441927.25,19977261.11,1399402.41,7437250.37,1859312.59,5577937.78
UAE,Human Resources,2020-04-01,31533506.14,18919873.14,12613633.0,18416323.39,518897.49,12598285.26,3149571.32,9448713.94
UAE,Human Resources,2020-05-01,29578839.52,18244087.96,11334751.56,18384986.29,1014469.24,10179383.99,2544846.0,7634537.99
UAE,Human Resources,2020-06-01,28004480.01,16871731.78,11132748.23,19292248.45,1030960.24,7681271.32,1920317.83,5760953.49
UAE,Human Resources,2020-07-01,27527651.41,16903692.86,10623958.55,19821337.33,1366266.06,6340048.02,1585012.0,4755036.02
UAE,Human Resources,2020-08-01,26062590.71,15918617.12,10143973.59,19703726.66,629400.06,5729463.99,1432366.0,4297097.99
UAE,Human Resources,2020-09-01,24237637.6,14466366.01,9771271.59,20040005.13,1205001.09,2992631.38,748157.84,2244473.54
UAE,Human Resources,2020-10-01,24535976.49,14701228.09,9834748.4,18457548.33,627739.54,5450688.62,1362672.16,4088016.46
UAE,Human Resources,2020-11-01,25970536.24,15702484.39,10268051.85,19796703.66,1157759.49,5016073.09,1254018.27,3762054.82
UAE,Human Resources,2020-12-01,26364192.25,15431831.86,10932360.39,18657040.29,322088.03,7385063.93,1846265.98,5538797.95
UAE,Human Resources,2021-01-01,27991113.69,16529994.38,11461119.31,19006653.42,1206610.87,7777849.4,1944462.35,5833387.05
UAE,Human Resources,2021-02-01,28616649.74,16704206.65,11912443.09,18952870.63,925909.45,8737869.66,2184467.42,6553402.24
UAE,Human Resources,2021-03-01,29551555.93,17864203.88,11687352.05,19638942.9,471048.43,9441564.6,2360391.15,7081173.45
UAE,Human Resources,2021-04-01,30990647.68,19198130.95,11792516.73,20093868.54,526239.52,10370539.62,2592634.9,7777904.72
UAE,Human Resources,2021-05-01,30789590.63,18585239.47,12204351.16,19176783.2,799662.9,10813144.53,2703286.13,8109858.4
UAE,Human Resources,2021-06-01,29899930.23,17834283.5,12065646.73,19940402.09,760793.34,9198734.8,2299683.7,6899051.1
UAE,Human Resources,2021-07-01,27597455.46,16583470.32,11013985.14,19623512.79,675069.22,7298873.45,1824718.36,5474155.09
UAE,Human Resources,2021-08-01,25948943.42,15684339.13,10264604.29,19066469.99,909468.14,5973005.29,1493251.32,4479753.97
UAE,Human Resources,2021-09-01,24726136.16,14823791.32,9902344.84,20688988.05,511997.31,3525150.8,881287.7,2643863.1
UAE,Human Resources,2021-10-01,25119297.63,14650052.06,10469245.57,20127085.58,582715.78,4409496.27,1102374.07,3307122.2
UAE,Human Resources,2021-11-01,25639976.98,15198611.73,10441365.25,20160354.95,847382.75,4632239.28,1158059.82,3474179.46
UAE,Human Resources,2021-12-01,27336305.5,16007089.45,11329216.05,20040906.83,766356.14,6529042.53,1632260.63,4896781.9
UAE,Human Resources,2022-01-01,28831332.86,17088065.83,11743267.03,19023151.55,1214869.47,8593311.84,2148327.96,6444983.88
UAE,Human Resources,2022-02-01,29953196.79,18542361.51,11410835.28,19275821.76,1469377.31,9207997.72,2301999.43,6905998.29
UAE,Human Resources,2022-03-01,30852729.31,18955794.65,11896934.66,20707038.32,920806.38,9224884.61,2306221.15,6918663.46
UAE,Human Resources,2022-04-01,31033369.99,18222382.55,12810987.44,19311117.94,401313.12,11320938.93,2830234.73,8490704.2
UAE,Human Resources,2022-05-01,30315247.8,18157806.54,12157441.26,20484168.05,1401700.59,8429379.16,2107344.79,6322034.37
UAE,Human Resources,2022-06-01,30372572.92,18337732.05,12034840.87,20221796.26,855174.07,9295602.59,2323900.65,6971701.94
UAE,Human Resources,2022-07-01,28538537.69,16487867.32,12050670.37,20074936.79,370080.17,8093520.73,2023380.18,6070140.55
UAE,Human Resources,2022-08-01,27736910.87,16334857.11,11402053.76,19622337.93,1162609.13,6951963.81,1737990.95,5213972.86
UAE,Human Resources,2022-09-01,26856125.1,16620752.3,10235372.8,20076514.59,686875.96,6092734.55,1523183.64,4569550.91
UAE,Human Resources,2022-10-01,26453874.75,16062774.14,10391100.61,19914421.99,874856.75,5664596.01,1416149.0,4248447.01
UAE,Human Resources,2022-11-01,26696411.72,15959789.83,10736621.89,20579652.09,715844.63,5400915.0,1350228.75,4050686.25
UAE,Human Resources,2022-12-01,27349535.13,16144327.68,11205207.45,19722776.6,963759.55,6662998.98,1665749.74,4997249.24
UAE,Human Resources,2023-01-01,29752136.14,17610560.61,12141575.53,20746735.72,539126.91,8466273.51,2116568.38,6349705.13
UAE,Human Resources,2023-02-01,31004400.56,18582519.49,12421881.07,20151788.0,692969.06,10159643.5,2539910.88,7619732.62
UAE,Human Resources,2023-03-01,30905268.17,18175775.53,12729492.64,20889754.2,1023852.49,8991661.48,2247915.37,6743746.11
UAE,Human Resources,2023-04-01,31572278.6,19022045.23,12550233.37,19740729.83,515940.97,11315607.8,2828901.95,8486705.85
UAE,Human Resources,2023-05-01,31878074.92,19306099.96,12571974.96,19528797.38,763933.12,11585344.42,2896336.1,8689008.32
UAE,Human Resources,2023-06-01,31173238.84,19100699.69,12072539.15,20097600.46,1109871.89,9965766.49,2491441.62,7474324.87
UAE,Human Resources,2023-07-01,29743423.08,18210599.26,11532823.82,19566896.01,356851.68,9819675.39,2454918.85,7364756.54
UAE,Human Resources,2023-08-01,27966426.71,16222589.85,11743836.86,20546104.05,622163.9,6798158.76,1699539.69,5098619.07
UAE,Human Resources,2023-09-01,27371820.87,16281902.68,11089918.19,20650345.7,599709.89,6121765.28,1530441.32,4591323.96
UAE,Human Resources,2023-10-01,26531598.5,15917478.79,10614119.71,20301497.88,1263961.56,4966139.06,1241534.76,3724604.3
UAE,Human Resources,2023-11-01,26660460.67,16138456.16,10522004.51,21543411.67,721571.14,4395477.86,1098869.47,3296608.39
UAE,Human Resources,2023-12-01,28810117.56,17783558.3,11026559.26,20419861.05,314668.24,8075588.27,2018897.07,6056691.2
UAE,Human Resources,2024-01-01,29116552.34,17419539.95,11697012.39,20228212.52,523142.74,8365197.08,2091299.27,6273897.81
UAE,Human Resources,2024-02-01,31365674.8,18971906.08,12393768.72,20373134.4,848911.55,10143628.85,2535907.21,7607721.64
UAE,Human Resources,2024-03-01,31835443.17,18884526.24,12950916.93,20006480.52,1442440.9,10386521.75,2596630.44,7789891.31
UAE,Human Resources,2024-04-01,32895713.03,19901408.57,12994304.46,21068595.65,829178.46,10997938.92,2749484.73,8248454.19
UAE,Human Resources,2024-05-01,31673465.32,19216613.01,12456852.31,20691064.47,907066.79,10075334.06,2518833.52,7556500.54
UAE,Human Resources,2024-06-01,30470988.32,18009793.16,12461195.16,20180797.22,949495.74,9340695.36,2335173.84,7005521.52
UAE,Human Resources,2024-07-01,30263425.25,18004982.57,12258442.68,20883010.52,586832.92,8793581.81,2198395.45,6595186.36
UAE,Human Resources,2024-08-01,27727882.01,16474603.49,11253278.52,20632844.98,859032.26,6236004.77,1559001.19,4677003.58
UAE,Human Resources,2024-09-01,28567332.48,17146657.09,11420675.39,21669679.05,984686.31,5912967.12,1478241.78,4434725.34
UAE,Human Resources,2024-10-01,26770002.82,16105820.61,10664182.21,21484466.1,533273.1,4752263.62,1188065.9,3564197.72
UAE,Human Resources,2024-11-01,28777474.22,17411903.57,11365570.65,21983271.22,1372220.12,5421982.88,1355495.72,4066487.16
UAE,Human Resources,2024-12-01,28191145.83,16963716.02,11227429.81,21671095.21,1167750.1,5352300.52,1338075.13,4014225.39
UAE,Facilities,2020-01-01,39816484.15,23452999.54,16363484.61,23657083.36,787710.47,15371690.32,3842922.58,11528767.74
UAE,Facilities,2020-02-01,43589755.56,25921681.94,17668073.62,24505070.59,886578.48,18198106.49,4549526.62,13648579.87
UAE,Facilities,2020-03-01,44149052.41,26801347.37,17347705.04,23684569.92,917663.13,19546819.36,4886704.84,14660114.52
UAE,Facilities,2020-04-01,43846381.89,26731590.84,17114791.05,24165522.04,1906039.97,17774819.88,4443704.97,13331114.91
UAE,Facilities,2020-05-01,44446304.19,27231955.08,17214349.11,22951933.94,1499300.02,19995070.23,4998767.56,14996302.67
UAE,Facilities,2020-06-01,42445469.01,25852149.37,16593319.64,24176186.63,1652904.74,16616377.64,4154094.41,12462283.23
UAE,Facilities,2020-07-01,40544347.67,23974248.94,16570098.73,24448275.22,1447506.59,14648565.86,3662141.46,10986424.4
UAE,Facilities,2020-08-01,40162962.46,24379273.52,15783688.94,24772445.55,561894.24,14828622.67,3707155.67,11121467.0
UAE,Facilities,2020-09-01,37632613.77,21846959.45,15785654.32,24973436.96,1520732.14,11138444.67,2784611.17,8353833.5
UAE,Facilities,2020-10-01,36447352.3,22211754.98,14235597.32,23057609.91,1618876.6,11770865.79,2942716.45,8828149.34
UAE,Facilities,2020-11-01,38412996.23,23304655.14,15108341.09,23408664.52,1692669.71,13311662.0,3327915.5,9983746.5
UAE,Facilities,2020-12-01,38748283.52,23306416.17,15441867.35,24431853.74,1027292.24,13289137.54,3322284.38,9966853.16
UAE,Facilities,2021-01-01,41694004.06,24553448.78,17140555.28,23094184.77,1714033.86,16885785.43,4221446.36,12664339.07
UAE,Facilities,2021-02-01,41694629.17,25045277.05,16649352.12,23547353.89,1362055.12,16785220.16,4196305.04,12588915.12
UAE,Facilities,2021-03-01,46114427.0,28177022.78,17937404.22,23021142.81,1795759.42,21297524.77,5324381.19,15973143.58
UAE,Facilities,2021-04-01,44446338.08,26854322.75,17592015.33,22977414.82,2039622.64,19429300.62,4857325.16,14571975.46
UAE,Facilities,2021-05-01,45865092.28,28358783.75,17506308.53,24837716.91,832983.75,20194391.62,5048597.9,15145793.72
UAE,Facilities,2021-06-01,44777189.27,27427856.88,17349332.39,23952999.62,1085827.21,19738362.44,4934590.61,14803771.83
UAE,Facilities,2021-07-01,42429593.62,25776328.17,16653265.45,23847198.25,996894.88,17585500.49,4396375.12,13189125.37
UAE,Facilities,2021-08-01,40442961.29,24464024.11,15978937.18,23094951.14,1924956.31,15423053.84,3855763.46,11567290.38
UAE,Facilities,2021-09-01,39032976.26,24245953.0,14787023.26,24530759.34,731323.22,13770893.7,3442723.42,10328170.28
UAE,Facilities,2021-10-01,37427740.11,21874144.62,15553595.49,24526420.44,657459.53,12243860.14,3060965.04,9182895.1
UAE,Facilities,2021-11-01,39035938.24,23699768.98,15336169.26,23763721.99,503530.78,14768685.47,3692171.37,11076514.1
UAE,Facilities,2021-12-01,41505378.99,25275109.74,16230269.25,23384975.39,754905.75,17365497.85,4341374.46,13024123.39
UAE,Facilities,2022-01-01,43046730.19,26543079.92,16503650.27,24311456.51,2036606.49,16698667.19,4174666.8,12524000.39
UAE,Facilities,2022-02-01,44602549.26,27521948.85,17080600.41,23967594.95,999145.94,19635808.37,4908952.09,14726856.28
UAE,Facilities,2022-03-01,45426965.97,27286977.56,18139988.41,23912873.73,650117.0,20863975.24,5215993.81,15647981.43
UAE,Facilities,2022-04-01,46848705.67,27699963.33,19148742.34,25207826.13,1247459.63,20393419.91,5098354.98,15295064.93
UAE,Facilities,2022-05-01,47618630.56,28645752.29,18972878.27,25116765.66,1964613.18,20537251.72,5134312.93,15402938.79
UAE,Facilities,2022-06-01,44389328.06,27188455.79,17200872.27,24902080.53,2044761.59,17442485.94,4360621.49,13081864.45
UAE,Facilities,2022-07-01,43905226.04,27000210.86,16905015.18,25335540.82,686446.43,17883238.79,4470809.7,13412429.09
UAE,Facilities,2022-08-01,41680221.4,25479263.02,16200958.38,25071816.93,500367.79,16108036.68,4027009.17,12081027.51
UAE,Facilities,2022-09-01,40641026.98,24604746.15,16036280.83,25278644.04,1986986.8,13375396.14,3343849.04,10031547.1
UAE,Facilities,2022-10-01,38499162.24,23241787.64,15257374.6,24874838.27,675003.73,12949320.24,3237330.06,9711990.18
UAE,Facilities,2022-11-01,38068966.01,22679397.0,15389569.01,24553206.67,616969.66,12898789.68,3224697.42,9674092.26
UAE,Facilities,2022-12-01,41869074.66,24868890.98,17000183.68,24719634.53,497290.17,16652149.96,4163037.49,12489112.47
UAE,Facilities,2023-01-01,42771613.9,25247903.43,17523710.47,26215922.51,1149913.65,15405777.74,3851444.44,11554333.3
UAE,Facilities,2023-02-01,45276020.91,27044534.6,18231486.31,24737007.83,2032242.53,18506770.55,4626692.64,13880077.91
UAE,Facilities,2023-03-01,48056765.06,29703653.78,18353111.28,24441105.01,1480751.89,22134908.16,5533727.04,16601181.12
UAE,Facilities,2023-04-01,47738208.3,27903079.98,19835128.32,24002604.96,508396.1,23227207.24,5806801.81,17420405.43
UAE,Facilities,2023-05-01,47331452.8,28120330.89,19211121.91,24296192.47,860317.65,22174942.68,5543735.67,16631207.01
UAE,Facilities,2023-06-01,43916464.97,26336579.66,17579885.31,24567834.15,1156393.38,18192237.44,4548059.36,13644178.08
UAE,Facilities,2023-07-01,44295823.64,26267713.46,18028110.18,24424374.18,2039209.09,17832240.37,4458060.09,13374180.28
UAE,Facilities,2023-08-01,42401185.9,25861313.5,16539872.4,26231450.04,1166099.76,15003636.1,3750909.02,11252727.08
UAE,Facilities,2023-09-01,40642395.84,24047228.67,16595167.17,25754680.73,971147.55,13916567.56,3479141.89,10437425.67
UAE,Facilities,2023-10-01,40205426.02,24663408.18,15542017.84,26156067.42,681177.66,13368180.94,3342045.24,10026135.7
UAE,Facilities,2023-11-01,40397993.43,24658101.44,15739891.99,24490555.0,1863982.03,14043456.4,3510864.1,10532592.3
UAE,Facilities,2023-12-01,43659168.26,26373365.46,17285802.8,25759553.36,887704.63,17011910.27,4252977.57,12758932.7
