country,department,month,budgeted_revenue,budgeted_expenses,budgeted_net_income,budgeted_tax,budgeted_net_profit_after_tax,variance_revenue,variance_expenses,variance_net_profit
Singapore,Facilities,2025-12-01,49586474.03,26301921.64,23284552.39,5821138.1,17463414.29,876840.51,1021227.73,-144387.22
Singapore,Facilities,2026-01-01,49009800.72,26436064.85,22573735.87,5643433.97,16930301.9,237730.88,-950757.68,1188488.56
Singapore,Facilities,2026-02-01,49931802.68,25851227.05,24080575.63,6020143.91,18060431.72,1084653.88,-643761.07,1728414.95
Singapore,Facilities,2026-03-01,48434223.86,26847332.7,21586891.16,5396722.79,16190168.37,1727229.53,809261.24,917968.29
Singapore,Facilities,2026-04-01,50194244.06,26374780.42,23819463.64,5954865.91,17864597.73,152822.28,1252689.22,-1099866.94
Singapore,Facilities,2026-05-01,48698832.49,26628024.45,22070808.04,5517702.01,16553106.03,538239.84,987911.31,-449671.47
Singapore,Facilities,2026-06-01,49489809.71,27049838.08,22439971.63,5609992.91,16829978.72,-1714500.94,-737493.08,-977007.86
Singapore,Facilities,2026-07-01,49819666.15,26694242.13,23125424.02,5781356.0,17344068.02,-200094.06,-572050.26,371956.2
Singapore,Facilities,2026-08-01,49708835.09,26687094.44,23021740.65,5755435.16,17266305.49,-669579.75,1197234.02,-1866813.77
Singapore,Facilities,2026-09-01,50288750.85,26444343.47,23844407.38,5961101.84,17883305.54,2008301.64,628883.72,1379417.92
Singapore,Facilities,2026-10-01,51106912.67,27188507.32,23918405.35,5979601.34,17938804.01,1132705.62,-811667.78,1944373.4
Singapore,Facilities,2026-11-01,50260901.14,27338719.14,22922182.0,5730545.5,17191636.5,-1863993.66,290812.46,-2154806.12
Singapore,Facilities,2026-12-01,50978624.12,27160966.44,23817657.68,5954414.42,17863243.26,-527976.5,38848.2,-566824.7
Singapore,Cloud Ops,2025-01-01,47039717.67,24592150.97,22447566.7,5611891.67,16835675.03,1253387.77,-815684.1,2069071.87
Singapore,Cloud Ops,2025-02-01,48072975.37,24453042.63,23619932.74,5904983.18,17714949.56,686602.43,544255.21,142347.22
Singapore,Cloud Ops,2025-03-01,47239274.99,25117645.68,22121629.31,5530407.33,16591221.98,-1039496.09,-102362.91,-937133.18
Singapore,Cloud Ops,2025-04-01,48259880.05,24861456.31,23398423.74,5849605.93,17548817.81,78922.93,-997797.19,1076720.12
Singapore,Cloud Ops,2025-05-01,48677579.31,24834733.14,23842846.17,5960711.54,17882134.63,-2421768.76,-241256.71,-2180512.05
Singapore,Cloud Ops,2025-06-01,48556016.06,24929705.58,23626310.48,5906577.62,17719732.86,2265654.92,1033979.97,1231674.95
Singapore,Cloud Ops,2025-07-01,47244944.53,24880602.81,22364341.72,5591085.43,16773256.29,1473870.47,1053252.99,420617.48
Singapore,Cloud Ops,2025-08-01,48755944.06,24951951.6,23803992.46,5950998.12,17852994.34,199325.84,-874362.88,1073688.72
Singapore,Cloud Ops,2025-09-01,48861918.35,25835373.36,23026544.99,5756636.25,17269908.74,1579846.05,831129.91,748716.14
Singapore,Cloud Ops,2025-10-01,48586699.29,25429271.95,23157427.34,5789356.83,17368070.51,236905.68,854361.38,-617455.7
Singapore,Cloud Ops,2025-11-01,49448845.69,26029230.99,23419614.7,5854903.67,17564711.03,-1307592.81,-103679.1,-1203913.71
Singapore,Cloud Ops,2025-12-01,48054104.14,25823657.12,22230447.02,5557611.75,16672835.27,-1830634.96,321953.35,-2152588.31
Singapore,Cloud Ops,2026-01-01,49760902.97,25253303.34,24507599.63,6126899.91,18380699.72,-1734145.7,-830170.0,-903975.7
Singapore,Cloud Ops,2026-02-01,48974763.16,26153074.2,22821688.96,5705422.24,17116266.72,-2171472.34,545107.04,-2716579.38
Singapore,Cloud Ops,2026-03-01,49755508.52,26384928.61,23370579.91,5842644.98,17527934.93,-913718.08,-599643.1,-314074.98
Singapore,Cloud Ops,2026-04-01,49904433.9,26007727.5,23896706.4,5974176.6,17922529.8,687494.72,-1155708.46,1843203.18
Singapore,Cloud Ops,2026-05-01,50223996.13,25809939.87,24414056.26,6103514.07,18310542.19,-170683.99,-137752.4,-32931.59
Singapore,Cloud Ops,2026-06-01,49245664.85,25861806.99,23383857.86,5845964.46,17537893.4,626010.42,-141800.22,767810.64
Singapore,Cloud Ops,2026-07-01,49731296.03,25992595.41,23738700.62,5934675.16,17804025.46,464233.78,-1098462.87,1562696.65
Singapore,Cloud Ops,2026-08-01,50515587.42,26645416.12,23870171.3,5967542.83,17902628.47,206037.48,494247.7,-288210.22
Singapore,Cloud Ops,2026-09-01,50707882.54,26598894.64,24108987.9,6027246.97,18081740.93,-188790.98,-1153570.36,964779.38
Singapore,Cloud Ops,2026-10-01,50330084.9,26221443.29,24108641.61,6027160.4,18081481.21,516025.11,151629.04,364396.07
Singapore,Cloud Ops,2026-11-01,49907333.91,26496230.67,23411103.24,5852775.81,17558327.43,541616.84,562269.97,-20653.13
Singapore,Cloud Ops,2026-12-01,50225572.23,26459307.84,23766264.39,5941566.1,17824698.29,250766.7,14626.58,236140.12
Singapore,Modeling,2025-01-01,29421351.52,17838490.79,11582860.73,2895715.18,8687145.55,-1013404.92,-861787.87,-151617.05
Singapore,Modeling,2025-02-01,29836448.58,17933170.18,11903278.4,2975819.6,8927458.8,-782325.62,-180859.39,-601466.23
Singapore,Modeling,2025-03-01,29482162.86,18012598.97,11469563.89,2867390.97,8602172.92,387975.33,302431.7,85543.63
Singapore,Modeling,2025-04-01,29472851.52,18605935.25,10866916.27,2716729.07,8150187.2,702125.1,87786.59,614338.51
Singapore,Modeling,2025-05-01,30499826.15,18109173.19,12390652.96,3097663.24,9292989.72,1306607.44,266278.54,1040328.9
Singapore,Modeling,2025-06-01,30267189.75,18564368.05,11702821.7,2925705.42,8777116.28,1051284.02,527484.21,523799.81
Singapore,Modeling,2025-07-01,29821130.27,18710647.99,11110482.28,2777620.57,8332861.71,940795.06,-885850.21,1826645.27
Singapore,Modeling,2025-08-01,30795679.14,18201356.06,12594323.08,3148580.77,9445742.31,-302444.47,391818.09,-694262.56
Singapore,Modeling,2025-09-01,30913347.76,18693533.13,12219814.63,3054953.66,9164860.97,1153303.85,-846676.25,1999980.1
Singapore,Modeling,2025-10-01,30681430.31,18466996.7,12214433.61,3053608.4,9160825.21,857042.09,165242.14,691799.95
Singapore,Modeling,2025-11-01,30228696.86,18771064.31,11457632.55,2864408.14,8593224.41,1189395.15,-518262.14,1707657.29
Singapore,Modeling,2025-12-01,31253297.17,18794253.7,12459043.47,3114760.87,9344282.6,1342944.61,-119044.9,1461989.51
Singapore,Modeling,2026-01-01,30601953.3,19143300.41,11458652.89,2864663.22,8593989.67,1289322.2,-492728.63,1782050.83
Singapore,Modeling,2026-02-01,30705905.32,18834898.37,11871006.95,2967751.74,8903255.21,-528437.48,20779.58,-549217.06
Singapore,Modeling,2026-03-01,30915656.54,18963443.33,11952213.21,2988053.3,8964159.91,709841.15,-520951.49,1230792.64
Singapore,Modeling,2026-04-01,31702380.81,18881025.91,12821354.9,3205338.73,9616016.17,603984.26,-918996.73,1522980.99
Singapore,Modeling,2026-05-01,31184872.27,18857323.61,12327548.66,3081887.17,9245661.49,-1242525.95,-620767.06,-621758.89
Singapore,Modeling,2026-06-01,31672851.68,19417931.85,12254919.83,3063729.96,9191189.87,-893109.75,-343882.63,-549227.12
Singapore,Modeling,2026-07-01,31179431.35,18816991.39,12362439.96,3090609.99,9271829.97,1073064.1,-341920.27,1414984.37
Singapore,Modeling,2026-08-01,31690942.21,18862881.68,12828060.53,3207015.13,9621045.4,-1182140.68,-766560.82,-415579.86
Singapore,Modeling,2026-09-01,31531350.76,19356521.13,12174829.63,3043707.41,9131122.22,1189280.88,-536865.34,1726146.22
Singapore,Modeling,2026-10-01,31361593.42,19580385.77,11781207.65,2945301.91,8835905.74,-741991.71,-369717.56,-372274.15
Singapore,Modeling,2026-11-01,32348908.67,19414823.1,12934085.57,3233521.39,9700564.18,-1278847.37,-822509.16,-456338.21
Singapore,Modeling,2026-12-01,31271322.82,19741913.74,11529409.08,2882352.27,8647056.81,1410254.83,298893.97,1111360.86
Singapore,Engineering,2025-01-01,37208322.03,25646216.9,11562105.13,2890526.28,8671578.85,1091241.21,899750.77,191490.44
Singapore,Engineering,2025-02-01,36237511.78,25276875.65,10960636.13,2740159.03,8220477.1,-203040.28,-444116.35,241076.07
Singapore,Engineering,2025-03-01,37157625.89,25639445.84,11518180.05,2879545.01,8638635.04,1027201.63,260856.97,766344.66
Singapore,Engineering,2025-04-01,37258991.5,25475845.37,11783146.13,2945786.53,8837359.6,-231338.9,949514.07,-1180852.97
Singapore,Engineering,2025-05-01,37183624.1,25505696.66,11677927.44,2919481.86,8758445.58,1389590.48,-912788.6,2302379.08
Singapore,Engineering,2025-06-01,37324882.63,25341027.03,11983855.6,2995963.9,8987891.7,1037548.59,-590421.59,1627970.18
Singapore,Engineering,2025-07-01,37118822.99,25405033.09,11713789.9,2928447.48,8785342.42,-326594.75,-68520.64,-258074.11
Singapore,Engineering,2025-08-01,37801506.64,25205303.42,12596203.22,3149050.81,9447152.41,987687.48,-675747.81,1663435.29
Singapore,Engineering,2025-09-01,37855576.8,26001819.88,11853756.92,2963439.23,8890317.69,-275312.4,-524812.58,249500.18
Singapore,Engineering,2025-10-01,36838998.48,25774452.82,11064545.66,2766136.42,8298409.24,1612191.45,291653.36,1320538.09
Singapore,Engineering,2025-11-01,37636851.72,26188133.21,11448718.51,2862179.63,8586538.88,22702.25,-763874.79,786577.04
Singapore,Engineering,2025-12-01,37201364.97,26081305.41,11120059.56,2780014.89,8340044.67,-6623.84,-122566.44,115942.6
Singapore,Engineering,2026-01-01,38518705.64,26176997.16,12341708.48,3085427.12,9256281.36,783088.4,-923257.09,1706345.49
Singapore,Engineering,2026-02-01,37904036.09,25733044.83,12170991.26,3042747.81,9128243.45,-403667.34,153266.74,-556934.08
Singapore,Engineering,2026-03-01,38476632.99,26443192.93,12033440.06,3008360.02,9025080.04,-1397836.23,872271.99,-2270108.22
Singapore,Engineering,2026-04-01,37958204.76,26159170.76,11799034.0,2949758.5,8849275.5,778981.21,-511935.56,1290916.77
Singapore,Engineering,2026-05-01,37810011.95,26712527.86,11097484.09,2774371.02,8323113.07,-1033577.72,-534021.09,-499556.63
Singapore,Engineering,2026-06-01,38244543.84,26969925.05,11274618.79,2818654.7,8455964.09,-486285.92,134823.22,-621109.14
Singapore,Engineering,2026-07-01,38740568.73,26263515.44,12477053.29,3119263.32,9357789.97,-978435.99,-176332.09,-802103.9
Singapore,Engineering,2026-08-01,38483202.24,27075022.23,11408180.01,2852045.0,8556135.01,1579281.42,-541795.27,2121076.69
Singapore,Engineering,2026-09-01,39221414.83,27044979.42,12176435.41,3044108.85,9132326.56,819802.03,-300804.52,1120606.55
Singapore,Engineering,2026-10-01,39227375.08,26585243.03,12642132.05,3160533.01,9481599.04,518544.75,-380869.28,899414.03
Singapore,Engineering,2026-11-01,38646165.79,26378011.24,12268154.55,3067038.64,9201115.91,491237.43,-612669.48,1103906.91
Singapore,Engineering,2026-12-01,39768944.42,27363413.13,12405531.29,3101382.82,9304148.47,-1531483.87,-1194024.37,-337459.5
Singapore,Platform & Software,2025-01-01,5062705.36,2548384.02,2514321.34,628580.33,1885741.01,6895.55,-103453.35,110348.9
Singapore,Platform & Software,2025-02-01,5160868.76,2546311.05,2614557.71,653639.43,1960918.28,172439.69,-54318.1,226757.79
Singapore,Platform & Software,2025-03-01,5265911.5,2570153.96,2695757.54,673939.39,2021818.15,138603.11,86813.92,51789.19
Singapore,Platform & Software,2025-04-01,5213097.43,2594360.12,2618737.31,654684.33,1964052.98,202976.74,53244.93,149731.81
Singapore,Platform & Software,2025-05-01,5142899.88,2620460.03,2522439.85,630609.96,1891829.89,99769.61,81459.97,18309.64
Singapore,Platform & Software,2025-06-01,5164950.05,2646421.73,2518528.32,629632.08,1888896.24,-191897.79,82135.64,-274033.43
Singapore,Platform & Software,2025-07-01,5299675.94,2633215.66,2666460.28,666615.07,1999845.21,-112026.92,36054.49,-148081.41
Singapore,Platform & Software,2025-08-01,5185748.55,2605665.72,2580082.83,645020.71,1935062.12,225184.8,81272.73,143912.07
Singapore,Platform & Software,2025-09-01,5239536.65,2682244.34,2557292.31,639323.08,1917969.23,-79703.37,116093.85,-195797.22
Singapore,Platform & Software,2025-10-01,5171570.57,2676655.3,2494915.27,623728.82,1871186.45,44032.06,55428.23,-11396.17
Singapore,Platform & Software,2025-11-01,5220000.09,2666577.09,2553423.0,638355.75,1915067.25,-162546.83,-32769.14,-129777.69
Singapore,Platform & Software,2025-12-01,5292994.01,2678821.33,2614172.68,653543.17,1960629.51,-64810.63,-22639.29,-42171.34
Singapore,Platform & Software,2026-01-01,5303224.82,2630746.71,2672478.11,668119.53,2004358.58,-191154.82,-49077.21,-142077.61
Singapore,Platform & Software,2026-02-01,5309761.74,2655814.01,2653947.73,663486.93,1990460.8,-173153.41,119546.13,-292699.54
Singapore,Platform & Software,2026-03-01,5247639.79,2723008.32,2524631.47,631157.87,1893473.6,177520.8,-99760.27,277281.07
Singapore,Platform & Software,2026-04-01,5405810.04,2668955.79,2736854.25,684213.56,2052640.69,61474.09,11801.55,49672.54
Singapore,Platform & Software,2026-05-01,5286526.48,2759816.27,2526710.21,631677.55,1895032.66,119051.53,130249.33,-11197.8
Singapore,Platform & Software,2026-06-01,5405515.61,2757133.18,2648382.43,662095.61,1986286.82,-6366.54,32312.77,-38679.31
Singapore,Platform & Software,2026-07-01,5304627.26,2719620.54,2585006.72,646251.68,1938755.04,-25282.12,-116354.39,91072.27
Singapore,Platform & Software,2026-08-01,5348709.98,2708804.61,2639905.37,659976.34,1979929.03,168084.53,-102853.95,270938.48
Singapore,Platform & Software,2026-09-01,5395235.81,2750700.51,2644535.3,661133.82,1983401.48,-155766.53,76157.01,-231923.54
Singapore,Platform & Software,2026-10-01,5422877.61,2741038.47,2681839.14,670459.79,2011379.35,190595.81,111824.96,78770.85
Singapore,Platform & Software,2026-11-01,5456524.73,2732171.03,2724353.7,681088.43,2043265.27,201102.24,-33634.63,234736.87
Singapore,Platform & Software,2026-12-01,5388108.36,2766633.97,2621474.39,655368.6,1966105.79,-136678.58,69610.7,-206289.28
UAE,Finance,2025-01-01,22157140.79,11522543.1,10634597.69,2658649.42,7975948.27,520834.84,164594.75,356240.09
UAE,Finance,2025-02-01,22497433.38,11503682.38,10993751.0,2748437.75,8245313.25,-323929.24,296718.63,-620647.87
UAE,Finance,2025-03-01,22338780.81,11470268.32,10868512.49,2717128.12,8151384.37,-137000.09,402386.03,-539386.12
UAE,Finance,2025-04-01,22069708.45,11323390.29,10746318.16,2686579.54,8059738.62,238034.95,-536359.77,774394.72
UAE,Finance,2025-05-01,22729398.74,11761629.71,10967769.03,2741942.26,8225826.77,952921.36,55953.71,896967.65
UAE,Finance,2025-06-01,21967638.75,11430659.17,10536979.58,2634244.9,7902734.68,662503.6,-179146.93,841650.53
UAE,Finance,2025-07-01,22685499.47,11836019.06,10849480.41,2712370.1,8137110.31,752576.67,333533.53,419043.14
UAE,Finance,2025-08-01,22339738.36,11549315.94,10790422.42,2697605.6,8092816.82,409590.18,433104.93,-23514.75
UAE,Finance,2025-09-01,22521375.47,11514155.81,11007219.66,2751804.92,8255414.74,75322.94,41386.11,33936.83
UAE,Finance,2025-10-01,22744594.34,11622876.75,11121717.59,2780429.4,8341288.19,580051.51,530819.19,49232.32
UAE,Finance,2025-11-01,22350169.07,11950338.23,10399830.84,2599957.71,7799873.13,-500658.7,276309.83,-776968.53
UAE,Finance,2025-12-01,22989790.52,11725239.78,11264550.74,2816137.69,8448413.05,-40917.84,94106.35,-135024.19
UAE,Finance,2026-01-01,22601036.56,11751636.29,10849400.27,2712350.07,8137050.2,-871367.8,231133.87,-1102501.67
UAE,Finance,2026-02-01,23024760.11,11865502.07,11159258.04,2789814.51,8369443.53,-77002.36,384323.01,-461325.37
UAE,Finance,2026-03-01,22746365.36,11713382.11,11032983.25,2758245.81,8274737.44,428094.94,-246551.2,674646.14
UAE,Finance,2026-04-01,23152925.73,11819304.13,11333621.6,2833405.4,8500216.2,-137036.94,178035.94,-315072.88
UAE,Finance,2026-05-01,23072914.04,11962472.41,11110441.63,2777610.41,8332831.22,-1034202.93,33897.44,-1068100.37
UAE,Finance,2026-06-01,23091663.27,11775026.95,11316636.32,2829159.08,8487477.24,-923885.27,231626.86,-1155512.13
UAE,Finance,2026-07-01,23256678.73,11900797.2,11355881.53,2838970.38,8516911.15,-437179.4,97940.11,-535119.51
UAE,Finance,2026-08-01,23177364.73,12269950.65,10907414.08,2726853.52,8180560.56,-579038.63,-82044.06,-496994.57
UAE,Finance,2026-09-01,23440039.22,11933533.44,11506505.78,2876626.44,8629879.34,-928495.81,358230.05,-1286725.86
UAE,Finance,2026-10-01,23460393.67,12150508.97,11309884.7,2827471.17,8482413.53,114469.49,-489279.36,603748.85
UAE,Finance,2026-11-01,23648308.85,12115182.51,11533126.34,2883281.58,8649844.76,57951.38,-92990.46,150941.84
UAE,Finance,2026-12-01,23255707.19,12322744.08,10932963.11,2733240.78,8199722.33,788251.11,-115160.79,903411.9
UAE,Accounting,2025-01-01,29232474.27,20979240.77,8253233.5,2063308.38,6189925.12,228557.16,-633735.46,862292.62
UAE,Accounting,2025-02-01,30250255.83,21290074.45,8960181.38,2240045.35,6720136.03,-386332.89,-503983.01,117650.12
UAE,Accounting,2025-03-01,30080857.05,20909000.21,9171856.84,2292964.21,6878892.63,-288041.12,-935063.39,647022.27
UAE,Accounting,2025-04-01,29558344.98,20961879.33,8596465.65,2149116.41,6447349.24,6510.24,784558.55,-778048.31
UAE,Accounting,2025-05-01,30584490.02,21455472.84,9129017.18,2282254.29,6846762.89,-504224.44,419185.43,-923409.87
UAE,Accounting,2025-06-01,30312104.59,21710533.16,8601571.43,2150392.86,6451178.57,-1096978.69,-459597.59,-637381.1
UAE,Accounting,2025-07-01,29701646.19,21238175.17,8463471.02,2115867.75,6347603.27,-1029451.52,-204490.02,-824961.5
UAE,Accounting,2025-08-01,30255258.0,21140784.21,9114473.79,2278618.45,6835855.34,-1284674.96,-381044.66,-903630.3
UAE,Accounting,2025-09-01,30475861.3,21236142.25,9239719.05,2309929.76,6929789.29,-1232905.6,764323.33,-1997228.93
UAE,Accounting,2025-10-01,30364850.86,21391861.06,8972989.8,2243247.45,6729742.35,1059139.8,41300.81,1017838.99
UAE,Accounting,2025-11-01,30092265.93,21977086.18,8115179.75,2028794.94,6086384.81,-668423.41,-1029610.76,361187.35
UAE,Accounting,2025-12-01,30413707.77,22055163.9,8358543.87,2089635.97,6268907.9,264922.27,-696525.83,961448.1
UAE,Accounting,2026-01-01,30325783.31,21686211.68,8639571.63,2159892.91,6479678.72,-1092219.02,-1024605.63,-67613.39
UAE,Accounting,2026-02-01,31380849.75,22069679.37,9311170.38,2327792.6,6983377.78,808083.05,773181.16,34901.89
UAE,Accounting,2026-03-01,30424495.82,21667371.11,8757124.71,2189281.18,6567843.53,104006.39,-630356.03,734362.42
UAE,Accounting,2026-04-01,31084804.65,21716304.77,9368499.88,2342124.97,7026374.91,440603.33,-296173.05,736776.38
UAE,Accounting,2026-05-01,31100878.03,22451535.49,8649342.54,2162335.63,6487006.91,-1191960.68,-640593.39,-551367.29
UAE,Accounting,2026-06-01,30848590.01,22199454.36,8649135.65,2162283.91,6486851.74,-507351.14,798999.2,-1306350.34
UAE,Accounting,2026-07-01,31481800.86,22028243.19,9453557.67,2363389.42,7090168.25,-892262.44,-692412.74,-199849.7
UAE,Accounting,2026-08-01,31220893.22,22481693.76,8739199.46,2184799.87,6554399.59,-630821.11,-128778.66,-502042.45
UAE,Accounting,2026-09-01,31804079.24,22010911.27,9793167.97,2448291.99,7344875.98,266040.59,-153969.78,420010.37
UAE,Accounting,2026-10-01,31137848.65,22073747.54,9064101.11,2266025.28,6798075.83,-1387163.86,684815.54,-2071979.4
UAE,Accounting,2026-11-01,32183525.88,22202118.47,9981407.41,2495351.85,7486055.56,805728.08,303408.38,502319.7
UAE,Accounting,2026-12-01,31668958.72,22856038.26,8812920.46,2203230.12,6609690.34,1016398.68,-510311.54,1526710.22
UAE,Human Resources,2025-01-01,30606464.93,20389210.64,10217254.29,2554313.57,7662940.72,1011168.71,-293173.64,1304342.35
UAE,Human Resources,2025-02-01,31283979.45,20019164.54,11264814.91,2816203.73,8448611.18,589258.35,995510.64,-406252.29
UAE,Human Resources,2025-03-01,31559608.84,20333923.08,11225685.76,2806421.44,8419264.32,991205.65,127535.49,863670.16
UAE,Human Resources,2025-04-01,30516481.26,20463056.21,10053425.05,2513356.26,7540068.79,1212192.32,942203.38,269988.94
UAE,Human Resources,2025-05-01,30985215.7,20325428.6,10659787.1,2664946.77,7994840.33,432494.48,-893142.68,1325637.16
UAE,Human Resources,2025-06-01,31759835.34,20525891.17,11233944.17,2808486.04,8425458.13,-1253794.5,-55968.92,-1197825.58
UAE,Human Resources,2025-07-01,31949579.23,20423533.92,11526045.31,2881511.33,8644533.98,-305694.26,166666.07,-472360.33
UAE,Human Resources,2025-08-01,31262206.53,20541203.52,10721003.01,2680250.75,8040752.26,-182785.6,1011509.2,-1194294.8
UAE,Human Resources,2025-09-01,31227901.96,20997276.09,10230625.87,2557656.47,7672969.4,-205160.33,-382610.82,177450.49
UAE,Human Resources,2025-10-01,31272014.51,20595095.88,10676918.63,2669229.66,8007688.97,251928.04,390070.64,-138142.6
UAE,Human Resources,2025-11-01,32241633.42,20587463.25,11654170.17,2913542.54,8740627.63,431361.99,547363.8,-116001.81
UAE,Human Resources,2025-12-01,31859282.98,20825000.85,11034282.13,2758570.53,8275711.6,-796986.58,-438082.81,-358903.77
UAE,Human Resources,2026-01-01,32367584.93,21194897.73,11172687.2,2793171.8,8379515.4,1585643.38,-13026.07,1598669.45
UAE,Human Resources,2026-02-01,32096707.7,20911154.55,11185553.15,2796388.29,8389164.86,-517544.13,-874512.4,356968.27
UAE,Human Resources,2026-03-01,32251682.29,21449862.64,10801819.65,2700454.91,8101364.74,638074.19,-175143.0,813217.19
UAE,Human Resources,2026-04-01,31772755.67,21309664.71,10463090.96,2615772.74,7847318.22,1370105.52,-375089.37,1745194.89
UAE,Human Resources,2026-05-01,31884595.78,21399804.58,10484791.2,2621197.8,7863593.4,-284333.15,-366956.11,82622.96
UAE,Human Resources,2026-06-01,32670157.73,21108774.33,11561383.4,2890345.85,8671037.55,254014.24,-183733.34,437747.58
UAE,Human Resources,2026-07-01,31922802.54,21583384.27,10339418.27,2584854.57,7754563.7,-1126507.86,141385.76,-1267893.62
UAE,Human Resources,2026-08-01,32649961.24,21220713.71,11429247.53,2857311.88,8571935.65,353986.03,826374.62,-472388.59
UAE,Human Resources,2026-09-01,32685393.68,21643054.86,11042338.82,2760584.71,8281754.11,-276908.83,-314939.71,38030.88
UAE,Human Resources,2026-10-01,32356795.59,21953700.32,10403095.27,2600773.82,7802321.45,-1348299.85,-233474.47,-1114825.38
UAE,Human Resources,2026-11-01,33179120.18,21764269.85,11414850.33,2853712.58,8561137.75,645792.43,-895851.09,1541643.52
UAE,Human Resources,2026-12-01,32566067.37,21687850.62,10878216.75,2719554.19,8158662.56,-950215.14,-800718.22,-149496.92
UAE,Facilities,2025-01-01,7736058.24,5204330.93,2531727.31,632931.83,1898795.48,342695.66,-117685.7,460381.36
UAE,Facilities,2025-02-01,7709695.88,5228464.02,2481231.86,620307.96,1860923.9,353817.88,211144.18,142673.7
UAE,Facilities,2025-03-01,7549718.99,5261031.28,2288687.71,572171.93,1716515.78,-85615.71,-118321.39,32705.68
UAE,Facilities,2025-04-01,7630573.35,5117891.84,2512681.51,628170.38,1884511.13,-288064.76,-109791.59,-178273.17
UAE,Facilities,2025-05-01,7831597.77,5229040.05,2602557.72,650639.43,1951918.29,-158315.58,142889.21,-301204.79
UAE,Facilities,2025-06-01,7734619.06,5188350.89,2546268.17,636567.04,1909701.13,-171730.85,-184627.55,12896.7
UAE,Facilities,2025-07-01,7813967.83,5310184.34,2503783.49,625945.87,1877837.62,-262199.43,181846.19,-444045.62
UAE,Facilities,2025-08-01,7748989.77,5308867.35,2440122.42,610030.6,1830091.82,-228506.23,167730.85,-396237.08
UAE,Facilities,2025-09-01,7866195.57,5263180.05,2603015.52,650753.88,1952261.64,195121.93,44778.79,150343.14
UAE,Facilities,2025-10-01,7954836.72,5314678.33,2640158.39,660039.6,1980118.79,-158639.17,-151345.27,-7293.9
UAE,Facilities,2025-11-01,7982529.57,5252077.27,2730452.3,682613.07,2047839.23,276579.13,-220627.24,497206.37
UAE,Facilities,2025-12-01,7957439.58,5250199.23,2707240.35,676810.09,2030430.26,-68743.17,215805.87,-284549.04
UAE,Facilities,2026-01-01,7996668.98,5347716.31,2648952.67,662238.17,1986714.5,-329117.96,-48130.51,-280987.45
UAE,Facilities,2026-02-01,8105996.89,5247328.66,2858668.23,714667.06,2144001.17,147470.81,26606.01,120864.8
UAE,Facilities,2026-03-01,7883467.24,5304342.33,2579124.91,644781.23,1934343.68,-306716.11,-209585.57,-97130.54
UAE,Facilities,2026-04-01,7960915.61,5308668.28,2652247.33,663061.83,1989185.5,227098.84,37807.91,189290.93
UAE,Facilities,2026-05-01,7895225.14,5454743.93,2440481.21,610120.3,1830360.91,-199829.32,55437.63,-255266.95
UAE,Facilities,2026-06-01,8116560.83,5309732.07,2806828.76,701707.19,2105121.57,206445.21,-162112.8,368558.01
UAE,Facilities,2026-07-01,7978505.38,5528511.94,2449993.44,612498.36,1837495.08,-227033.02,230893.81,-457926.83
UAE,Facilities,2026-08-01,8061919.63,5437587.49,2624332.14,656083.04,1968249.1,241944.35,248496.37,-6552.02
UAE,Facilities,2026-09-01,8037552.94,5521239.93,2516313.01,629078.25,1887234.76,-175663.26,179729.94,-355393.2
UAE,Facilities,2026-10-01,8148753.65,5514273.75,2634479.9,658619.97,1975859.93,-335230.84,-241483.09,-93747.75
UAE,Facilities,2026-11-01,8016986.32,5473378.44,2543607.88,635901.97,1907705.91,80567.05,-253035.8,333602.85
UAE,Facilities,2026-12-01,8341488.76,5593244.98,2748243.78,687060.94,2061182.84,-341049.36,-55677.01,-285372.35
UAE,Cloud Ops,2025-01-01,49300789.66,31718747.41,17582042.25,4395510.56,13186531.69,-2055655.69,-1506909.23,-548746.46
UAE,Cloud Ops,2025-02-01,49719456.44,31805357.4,17914099.04,4478524.76,13435574.28,2101645.78,1251960.79,849684.99
UAE,Cloud Ops,2025-03-01,48275104.52,31740047.8,16535056.72,4133764.18,12401292.54,1596910.05,-262715.19,1859625.24
UAE,Cloud Ops,2025-04-01,49165599.72,31312508.11,17853091.61,4463272.9,13389818.71,2045183.88,1563282.6,481901.28
UAE,Cloud Ops,2025-05-01,49966835.86,31346013.64,18620822.22,4655205.55,13965616.67,603821.41,-1443309.96,2047131.37
UAE,Cloud Ops,2025-06-01,49209817.3,31502448.41,17707368.89,4426842.22,13280526.67,1700849.31,-943270.92,2644120.23
UAE,Cloud Ops,2025-07-01,49773260.35,32392087.8,17381172.55,4345293.14,13035879.41,-850492.52,173353.46,-1023845.98
UAE,Cloud Ops,2025-08-01,50691065.21,32814053.16,17877012.05,4469253.01,13407759.04,-1472424.02,-992684.91,-479739.11
UAE,Cloud Ops,2025-09-01,49913473.51,32521873.32,17391600.19,4347900.05,13043700.14,326804.83,557099.09,-230294.26
UAE,Cloud Ops,2025-10-01,50180601.3,32932836.3,17247765.0,4311941.25,12935823.75,460047.18,-970172.05,1430219.23
UAE,Cloud Ops,2025-11-01,50443773.17,31885902.89,18557870.28,4639467.57,13918402.71,-888186.25,-62010.36,-826175.89
UAE,Cloud Ops,2025-12-01,51220299.18,33053032.92,18167266.26,4541816.57,13625449.69,1489054.47,-1269216.2,2758270.67
